ASN.SITE.NO,DAY,MONTH,YEAR,DOC,A350,SR,BA,FI,HIX,HIXOHNO,C1,C2,C3,C4,C5,C6,C7,SUVA254,CHL,DISC,DO,FieldNotes,NH4,NO3,pH,SAL,S.COND,SRP,TDN,TDP,TEMP,TP,TSS,DIC,A254,DO.PER,PP,PN,PC,C1.Per,C2.Per,C3.Per,C4.Per,C5.Per,C6.Per,C7.Per
55.5,25,8,2015,,3.73638714,0.924007781,0.769053612,1.441666522,8.271580804,0.892143527,1.020902865,1.047186222,0.625582449,0.24463975,0.339368923,0.749134606,0.414568398,,,0.0427,19.47,Sunny and breezy,23.46119031,0.222167955,,,631,,789.112087,,,,8.002666667,,,,,,,22.98614679,23.57792993,14.08530674,5.508188289,7.641063757,16.86714634,9.33421815
1,21,5,2015,7.663589492,5.152298217,0.922922079,0.600263829,1.327152016,12.40770793,0.925416036,1.15552678,1.283528212,1.055019061,0.278839569,0.265349767,0.556379086,0.302006152,2.973402997,,,14.62,,,,8.59,0.2,431.9,,524.474904,11.647059,16.5,18.94285714,3.011666667,,,,,,,23.59831934,26.21238136,21.54573753,5.694498222,5.419007718,11.36244661,6.167609216
2,21,5,2015,8.783011178,6.131480717,0.917459113,0.610577174,1.366742244,14.03432297,0.933485532,1.407253882,1.404050516,1.14874514,0.376916727,0.345457325,0.619304116,0.312170652,3.136143101,,0.162,12.74,,,,8.18,,496.4,,894.036041,9.705882,17.6,3.878571429,3.917142857,,,,,,,25.06732029,25.01025894,20.46252117,6.713992719,6.153608473,11.03162324,5.560675169
3,20,5,2015,12.61625968,10.08841962,0.89678327,0.602352633,1.407074347,16.91440539,0.944179001,2.361409006,2.453748049,1.928349183,0.522575227,0.570448492,0.896501195,0.416442479,3.426485323,,,11.02,,,,7.27,,506,,1187.24157,21.463235,14.8,8.7,0.368571429,,,,,,,25.80923342,26.81846134,21.07606689,5.711533232,6.234768414,9.798390937,4.551545759
4,20,5,2015,9.821530365,8.176820009,0.879217856,0.57075022,1.347603313,17.57350544,0.946159867,1.869350373,1.80829762,1.37306252,0.492703989,0.410156038,0.539136936,0.285849177,3.546173028,,0.0323,10.65,,,,7.57,0.1,364,,586.068427,9.176471,17.8,2.314285714,0.852857143,,,,,,,27.57741019,26.67673537,20.25597174,7.268567842,6.050787196,7.953565392,4.216962277
5,20,5,2015,15.31107788,13.87458983,0.886946359,0.567905784,1.328206581,19.07240999,0.950180372,3.129221993,2.959850065,3.039264361,0.780134563,0.64683003,1.179830505,0.43212245,3.876996159,,,6.88,,,,7.33,0.2,524,,1316.028027,30.838235,16.5,25.22142857,2.045714286,,,,,,,25.71839136,24.32636052,24.97904925,6.411755398,5.316154588,9.696768952,3.551519934
6,21,5,2015,7.335575061,4.375298578,0.899616899,0.729637893,1.366273474,15.59423082,0.939738093,1.165207048,1.241263951,0.998194704,0.250948926,0.294995366,0.632075955,0.271940025,2.728223486,,0.0187,14.63,,,,8.42,,621,,2883.354114,11.095588,19.1,13.47857143,2.192,,,,,,,24.00199426,25.56868351,20.56172214,5.169274158,6.076582779,13.02007525,5.601667902
7,21,5,2015,11.8714467,9.818469744,0.881383823,0.592824881,1.339473174,25.67121757,0.962506399,2.531250137,2.311559502,2.200994782,0.631805969,0.558130878,1.000372701,0.279721949,3.605881172,,0.0284,10.51,,,,8.09,,550,,4332.329011,11.139706,19.6,1.735714286,2.453333333,,,,,,,26.60598899,24.2968191,23.1346725,6.640917233,5.866517804,10.51492489,2.940159484
8,27,5,2015,10.47848648,8.297436183,0.871018894,0.589477722,1.402729155,19.16079912,0.950398792,2.084426,2.112766158,1.762771145,0.526382207,0.479917177,0.772820924,0.311432005,3.421515653,,,4.33,,,,7.82,,552,,3763.734259,24.088235,20.8,34.90714286,3.565714286,,,,,,,25.89183227,26.24386137,21.8963757,6.538490602,5.961322229,9.599645052,3.868472777
9,21,5,2015,9.414931558,5.688116713,0.895860936,0.627947202,1.347830864,16.94256841,0.944266619,1.502313404,1.615850848,1.29664014,0.37846783,0.361988681,0.751420676,0.342481481,2.747116935,,,12.36,,,,8.26,0.3,548,,1573.346422,20.316176,17.1,10.99285714,2.701333333,,,,,,,24.0402337,25.8570761,20.74902075,6.056296281,5.792594585,12.024341,5.480437584
10,21,5,2015,11.61993033,7.078734319,0.897546471,0.608808547,1.394699489,17.89458852,0.947074793,1.822893674,2.018298693,1.761021546,0.414877153,0.42407408,0.983518512,0.384776461,2.962058358,,0.0442,12.17,,,,8.26,0.2,500,,1288.28549,18,19.7,6.128571429,11.15571429,,,,,,,23.34212156,25.8442794,22.54985004,5.312494675,5.430261165,12.59393731,4.927055842
11,21,5,2015,5.434018613,2.586776003,1.040899984,0.657677054,1.198533771,17.07108691,0.944662985,0.629751965,0.676527726,0.597347957,0.162829532,0.151588968,0.410131067,0.1954884,2.469894637,,,10.29,,,,8.25,0.3,282,,992.534773,11.360294,18.7,2.785714286,3.573333333,,,,,,,22.30263958,23.9592012,21.15505299,5.766601085,5.36851698,14.52477463,6.923213534
12,22,5,2015,2.019654973,1.477866017,0.836953865,0.619351161,1.337133782,10.56161786,0.913506915,0.931930356,0.92469626,0.762545143,0.25351486,0.200777891,0.312897205,0.207650458,3.137862771,,0.2503,11.13,,,,8.25,,466.4,,1256.470654,10.985294,9.8,3.578571429,0.701428571,,,,,,,25.93008347,25.72880155,21.21709961,7.05381195,5.586455517,8.706069709,5.777678201
13,22,5,2015,4.768717259,3.876194719,0.892772523,0.620923439,1.358250004,19.11100422,0.950275979,,,,,,,,3.461016379,,0.1203,10.71,,,,8.41,0.2,434.6,,,12.044118,15,,1.677143,,,,,,,,,,,,,
14,27,5,2015,7.082204197,3.253762832,1.008011979,0.750900243,1.461994866,8.607568231,0.895915389,0.830565061,0.877756454,0.813553223,0.175447912,0.235964132,0.764082482,0.343682018,2.435237833,,,11.59,,,,8.35,0.3,799,,930.432213,21.529412,22.3,51.32142857,11.12142857,,,,,,,20.5531928,21.7209927,20.13221724,4.341640325,5.839176876,18.90801251,8.504767547
15,27,5,2015,16.07489947,11.21268035,0.889911203,0.655005554,1.424512241,19.04787578,0.950119404,3.330947552,3.384007759,3.547119816,0.799586459,0.845396696,2.149688374,0.541809127,3.304237333,,0.0106,10.62,,,,8.34,,1165,,1192.840982,24.198529,24.3,6.707142857,3.287142857,,,,,,,22.81696629,23.18042832,24.29774471,5.477161377,5.790961165,14.72534959,3.711388545
16,27,5,2015,7.06644096,4.437832814,0.9135483,0.684802895,1.402486733,16.87284707,0.944049205,1.261133107,1.272125218,1.052032843,0.370812491,0.341731292,0.68391679,0.278909615,2.855878377,,0.2893,6.88,,,,8.15,0.4,597,,1134.301683,21.485294,23.4,20.01428571,4.588571429,,,,,,,23.9729004,24.18184962,19.99810997,7.048780864,6.495975865,13.00058574,5.301797552
17,27,5,2015,24.2249953,,,,,,,,,,,,,,,,,0.47,,,,7.61,0.4,622,,,,20.1,39.94285714,19.43428571,,,,,,,,,,,,,
18,27,5,2015,5.314171644,2.98074864,0.931382547,0.673252179,1.386575825,9.005165308,0.900051626,0.727769612,0.737923206,0.593144307,0.196456309,0.20543063,0.444255762,0.270491106,2.643993806,,0.7324,9.16,,,,8.3,0.3,590,,1529.823726,18.485294,21.8,3,2.231428571,,,,,,,22.91847816,23.23822897,18.6789399,6.186682644,6.469296504,13.99023236,8.51814146
19,21,5,2015,9.445530784,4.459646123,1.014203257,0.668512861,1.235880114,8.529717438,0.895065094,0.941539409,0.995367375,0.966677979,0.207327493,0.21776066,0.609765982,0.384329518,2.435511309,,,10.3,,,,8.19,0.2,436.8,,689.403015,20.316176,17.9,21.3,6.406153846,,,,,,,21.7809357,23.02615545,22.36247437,4.796173957,5.037527784,14.1059137,8.890819054
22,20,5,2015,6.345504649,5.053804044,0.909990859,0.567969996,1.332308341,8.600197861,0.89583548,0.763798049,0.833088682,0.604325223,0.173726551,0.155083977,0.183240917,0.257194687,3.219971213,,,9.98,,,,7.57,0.3,119.4,,287.008967,10.985294,17.7,4.585714286,0.677142857,,,,,,,25.71314009,28.04579825,20.34451271,5.848476766,5.220877471,6.168776387,8.658418316
23,20,5,2015,5.748587929,3.727148049,0.8794534,0.580700711,1.350053256,20.61475596,0.953735309,1.01448102,1.023832739,0.754446181,0.255530731,0.244008332,0.358107993,0.193460554,3.025469439,,0.1153,9.1,,,,7.64,4.9,424.8,,85.430166,10.411765,13.8,3.235714286,0.047142857,,,,,,,26.39219502,26.63548433,19.62726788,6.647750675,6.347990112,9.316345799,5.032966185
27,25,5,2015,2.541696315,1.628863504,0.908008622,0.676071086,1.363245551,5.623743591,0.849027972,0.46727026,0.501629907,0.290915999,0.159523052,0.150276485,0.134364464,0.214823975,2.853312749,,0.818,10.67,,,,8.45,0.2,539,,863.493798,,15,1.478571429,1.298571429,,,,,,,24.35216027,26.14284053,15.16131806,8.313670401,7.831778226,7.002510629,11.19572187
28,25,5,2015,1.885203829,1.203370351,0.91119236,0.698552801,1.347956561,51.41844651,0.980922746,0.535317757,0.514747489,0.314688245,0.155085422,0.158513204,0.260524066,0.08947449,2.84150492,,0.4128,9.72,,,,8.45,0.2,472.7,,781.53878,18.573529,15.6,0.664285714,5.295714286,,,,,,,26.39177555,25.37763789,15.51448915,7.645888064,7.814881623,12.84413339,4.411194336
29,20,5,2015,15.48285081,12.84274895,0.891550172,0.589647324,1.270533926,23.31127979,0.95886683,3.175914615,3.088234032,3.306870757,0.765448311,0.654802991,1.536509545,0.438791389,3.703358777,,0.0293,9.94,,,,8,0.3,529,,753.032687,17.183824,15.1,7.8,1.664285714,,,,,,,24.49309427,23.81688944,25.50304621,5.903243604,5.049931541,11.84977485,3.384020088
31,27,5,2015,10.57399315,7.179101614,0.95416778,0.639695634,1.401254889,12.8921285,0.92801679,1.504136179,1.558247921,1.278246997,0.351900431,0.366511242,0.787622996,0.340174502,3.041760363,,,8.72,,,,8.1,0.3,481,,310.679205,14.448529,22.2,3.9,0.045714286,,,,,,,24.31186379,25.18649025,20.66074024,5.687886154,5.924045654,12.73061792,5.498355982
32,27,5,2015,6.635270047,3.496428448,0.917474941,0.691172303,1.492869938,11.67861822,0.921127052,1.133470344,1.118010742,0.939093872,0.264244348,0.33872095,0.697916472,0.32701073,2.522040853,,0.527,8.39,,,,8.24,0.1,637,,1488.591698,17.889706,24.4,18.77142857,10.79571429,,,,,,,23.52346164,23.20262099,19.48947212,5.483991545,7.029640709,14.48420018,6.786612815
34,27,5,2015,4.904559277,2.442910149,0.915542527,0.724166314,1.394684455,10.90715376,0.916016874,0.697316112,0.81113301,0.594422941,0.135545706,0.233251299,0.480228303,0.218986919,2.322494138,,0.0776,8.24,,,,8.17,,745,,1358.278129,9.573529,23.9,13.09285714,12.65,,,,,,,21.99121911,25.58065624,18.74628295,4.274697327,7.356033134,15.14493306,6.906178182
35,27,5,2015,8.329122659,5.488435853,0.888666553,0.642853762,1.340516213,12.66195797,0.926804049,1.607569328,1.588012371,1.439632657,0.380073021,0.444162252,0.883807701,0.384008546,3.043464243,,0.2013,8.43,,,,8.12,0.2,845,,1069.908455,19.985294,22,36.23571429,26.65857143,,,,,,,23.89632516,23.60561334,21.3999667,5.64973985,6.602418578,13.13769542,5.708240957
36,20,5,2015,7.600304729,4.190724033,0.841559845,0.696722371,1.370334563,15.45463852,0.939226863,1.477222909,1.526794704,1.014838905,0.353779483,0.485925217,0.753677617,0.254252382,2.741134581,,0.0001,3.96,,,,7.44,0.3,481,,468.226274,15.573529,10.4,8.742857143,2.304285714,,,,,,,25.18068901,26.02568806,17.29890777,6.030512446,8.283063914,12.84716177,4.333977033
37,25,5,2015,1.858777224,1.05253515,0.833570403,0.680870933,1.419559306,10.77254181,0.915056577,0.316671209,0.310187151,0.213947158,0.06094222,0.099661836,0.15630437,0.101238308,2.477426302,,0.4586,11.14,,,,8.3,0.4,440.5,,1129.974865,8.382353,14.5,4.907142857,2.577142857,,,,,,,25.15355197,24.63851592,16.99406452,4.8407094,7.916252252,12.41543273,8.041473204
38,21,5,2015,16.46272148,15.52315638,0.904568968,0.571323229,1.360085357,25.31461145,0.961998299,3.757350712,3.469440182,3.601536021,0.887690701,0.769953845,1.320273545,0.394625244,4.044465298,,0.0388,3.88,,,,7.73,0.4,446.8,,995.07996,70.080882,12.6,63.12857143,3.647692308,,,,,,,26.45859476,24.43118007,25.36137545,6.250959873,5.421877895,9.297131244,2.77888071
39,25,5,2015,7.118598731,3.74009883,0.906734651,0.677592197,1.365132593,13.53539584,0.931202424,1.21407664,1.32738317,1.082509284,0.282895773,0.358659058,0.654323295,0.306867982,2.490431116,,0.0097,9.14,,,,8.15,,653,,432.08462,9.463235,21.7,26.74285714,16.58428571,,,,,,,23.22829144,25.39612584,20.71108224,5.412496416,6.862035602,12.51882434,5.871144115
40,25,5,2015,3.677113051,1.918170406,0.872887297,0.688340782,1.41803485,9.160603835,0.901580652,0.567969834,0.557685596,0.450503583,0.136395951,0.161141408,0.317664766,0.179434439,2.477984758,,0.6955,9.93,,,,8.44,,520,,1809.794284,4.367647,18.8,12.47142857,2.884285714,,,,,,,23.95692988,23.5231414,19.00221121,5.753172156,6.796933888,13.39907873,7.568532721
41,27,5,2015,6.372163066,2.828525234,0.87566564,0.764334996,1.407425355,7.68428937,0.88484953,0.935903869,0.967588672,0.972530722,0.202540753,0.297089963,1.402626377,0.386219451,2.354073834,,0.012,8.95,,,,8.16,,8690,,2011.882123,13.477941,24.1,2.7,13.427,,,,,,,18.1218686,18.73538016,18.83107287,3.921788374,5.752540887,27.15899757,7.478351543
42,27,5,2015,6.300764872,2.722773667,0.945043514,0.793999278,1.418988317,5.700767907,0.850763373,0.786712661,0.935026613,0.590155199,0.157212643,0.290738286,0.50213514,0.549136665,2.010951135,,,17.56,,,,8.06,,1118,,918.469835,15.154412,24.4,17.50714286,33.032,,,,,,,20.64257325,24.53418675,15.48509707,4.125106484,7.62868918,13.17553654,14.40881073
43,21,5,2015,3.693108101,2.411084183,0.87354312,0.642774555,1.431053884,9.269164016,0.90262109,0.672382402,0.667695316,0.432458334,0.206778101,0.193261036,0.246738967,0.203320479,2.764245937,,0.5291,10.59,,,,8.21,,407.3,,308.897575,9.948529,13.5,8.057142857,4.241333333,,,,,,,25.63766958,25.45895288,16.48946171,7.884365525,7.368965292,9.408057215,7.752527793
44,22,5,2015,3.516930739,2.467129547,0.883086264,0.598603641,1.39639954,13.47893779,0.93093416,0.572001879,0.59085026,0.479706781,0.122252956,0.131874369,0.252459451,0.12840763,3.139186917,,0.2184,10.27,,,,8.09,,411.8,,242.977234,5.404412,12.3,8.507142857,3.667142857,,,,,,,25.11475242,25.94232386,21.06237318,5.367731882,5.790177007,11.08467794,5.63796371
45,25,5,2015,3.638632206,2.261799322,0.866571789,0.666693949,1.389287145,11.20558149,0.91807027,0.651728132,0.674601198,0.513140724,0.170598518,0.179246044,0.27170044,0.178333776,2.863287992,,0.4707,8.53,,,,8.12,,515,,463.644938,14.426471,16.6,8.121428571,5.54,,,,,,,24.69276225,25.55938002,19.44194408,6.463659367,6.791297983,10.29422245,6.756733852
46,25,5,2015,4.003504795,2.140060602,0.970485409,0.723787327,1.513708541,9.963135668,0.908785221,0.460589467,0.469169195,0.462872322,0.077361904,0.115628968,0.322109984,0.177092745,2.616218004,,0.137,8.43,,,,8.79,,286,,975.991059,23.580882,18.9,23.91428571,5.148571429,,,,,,,22.0924806,22.50401297,22.20197926,3.710715259,5.546220475,15.45021995,8.494371482
47,12,5,2015,6.91645839,4.09460674,0.904266004,0.697146954,1.448544384,12.80627383,0.927569161,1.20163222,1.14752716,1.028434684,0.281655208,0.340750517,0.713744956,0.294650104,2.704587937,,0.8907,121.7,,,2.10316135,8.35,,618,,2566.732865,31.808824,,27.62142857,,,,,,,,23.99236195,22.91207452,20.53421735,5.623662201,6.803587322,14.25097217,5.883124492
48,12,5,2015,3.354198491,1.721275464,0.846017323,0.755602,1.371697106,7.137443939,0.877111289,0.505911596,0.628581375,0.243945114,0.145209087,0.179987537,0.210019342,0.225208419,2.231957034,,,110.6,Too deep to measure discharge,,1.49518622,8.2,,548,,2396.714381,12.066176,,11.63571429,,,,,,,,23.65330184,29.38858313,11.40536698,6.789080132,8.415105671,9.819207403,10.52935484
49,25,5,2015,2.885473983,1.694068921,0.858636052,0.694384243,1.26823721,5.691759536,0.850562472,0.470035677,0.507697141,0.299587764,0.151128722,0.152112237,0.164722581,0.22960397,2.609585541,,0.3212,10.34,,,,8.5,,610,,883.855293,7.367647,16.4,9.107142857,2.407142857,,,,,,,23.80062338,25.70764101,15.16986027,7.652520799,7.702321849,8.34085646,11.62617623
50,20,5,2015,4.892505037,2.089464993,1.086247919,0.646725636,1.408807437,6.374029391,0.864388932,0.440148934,0.524564959,0.431493529,0.091672331,0.091876829,0.205830221,0.236917243,2.253739619,,1.8948,10.07,,,,7.54,,265.4,,,10.213235,17.7,6.642857143,1.157142857,,,,,,,21.76257372,25.93641086,21.33461883,4.532615457,4.542726586,10.17699922,11.71405533
51,25,5,2015,5.202206294,3.122720282,0.909488411,0.643447403,1.312425779,8.67393715,0.896629471,0.705739097,0.77231556,0.569352995,0.186425139,0.180915095,0.348113925,0.287438527,2.710429285,,0.0689,8.94,,,,8.46,,432,,,10.875,18.4,10.28571429,8.427142857,,,,,,,23.13670848,25.31932841,18.66547329,6.111697811,5.931058419,11.41244751,9.423286075
53,12,5,2015,5.076100393,3.113862125,0.884307261,0.689447576,1.375157937,9.989818359,0.909006685,0.98465248,1.064937521,0.635579773,0.239436575,0.309313643,0.488967889,0.315427354,2.624086464,,1.6717,97.4,,,4.956850869,8.2,,677,,,15.705882,,41.4,,,,,,,,24.38275426,26.37083682,15.73873598,5.929120464,7.659472453,12.10821495,7.810865067
54,22,5,2015,6.175354407,4.557261524,0.842089941,0.668039539,1.42678331,18.67533114,0.949174934,1.169302227,1.055683258,1.038177377,0.256316178,0.264590601,0.51441361,0.186406504,3.172423417,,2.5441,10.38,,,,8.19,,587,,,13.919118,14.9,13.41428571,2.537142857,,,,,,,26.07203947,23.53866685,23.14833661,5.715105432,5.899601004,11.46992765,4.156322991
55,2,6,2015,9.27732089,,,,,,,,,,,,,,,,0.0309,7.31,,,,7.78,,761,,,24.154412,,39.83571429,,,,,,,,,,,,,,
55.5,2,6,2015,5.580864316,,,,,,,,,,,,,,,,,11.2,"Too deep/mucky to measure discharge
",,,,,779,,,71.539216,,,,,,,,,,,,,,,,
1,18,8,2016,6.652999467,5.460833714,0.905458145,0.655520059,1.317950419,10.01772012,0.909237121,1.340384157,1.382861576,0.913559716,0.350463785,0.365338568,0.522160846,0.401419773,3.590024791,,,9.68,,,0.108137612,7.73,0.2,455.1,4.738216114,648.372108,8.4399728,22.9,18.65400364,1.306,,,,,,,25.40440276,26.20948051,17.3147667,6.642366743,6.924289636,9.896554185,7.608139455
2,18,8,2016,10.56490812,9.474961896,0.789391016,0.676143852,1.375012415,13.86334696,0.932720403,2.734929236,2.400351167,1.420757575,0.706595975,0.944724605,1.167838688,0.502877189,3.619430644,,0.1187,8.17,,,1.368859611,7.68,,742,12.75402912,2151.327039,39.0211729,19.6,54.80432685,18.7175,,,,,,,27.68686604,24.29978821,14.38294057,7.153175243,9.563853879,11.82253379,5.090842272
3,4,8,2016,2.880004054,2.401677155,0.962949858,0.509306226,1.339235306,91.60013999,0.98920088,0.587140443,0.567185184,0.478348083,0.134294949,0.121530216,0.220546462,0.097550374,3.367191105,,0,7.8,,,0.465743289,7.83,,446,3.007865336,649.532671,0.3726741,22.5,1.070311684,1.278,,,,,,,26.60842854,25.70408259,21.67810264,6.08606952,5.507588698,9.994874045,4.420853966
4,4,8,2016,14.30509488,11.10693149,0.936343476,0.630179156,1.368472245,16.20357939,0.941872562,2.865856844,2.825514663,2.498263417,0.632824973,0.737627559,1.499265268,0.562879825,3.550464841,,,6.86,,,0.025138537,7.85,0.1,477.2,5.581207518,842.70076,14.4466028,24.1,67.25489133,24.76049383,,,,,,,24.65840218,24.31129003,21.49555523,5.444951909,6.346694199,12.8999765,4.843129946
5,4,8,2016,18.31193922,12.67660802,0.936153315,0.603818498,1.361243062,18.14151574,0.947757533,3.356488817,3.622351723,4.061462021,0.706318991,0.771626413,2.215037644,0.617828328,3.468912858,,0,12.52,,,0.007551373,8.34,0.2,657,10.89057443,1109.942239,29.9454619,24.2,182.9359256,21.294,,,,,,,21.86478995,23.59667017,26.457116,4.601092754,5.026517399,14.42916555,4.024648182
6,4,8,2016,8.763224284,5.421511193,0.988714319,0.707692942,1.406276391,9.066665365,0.900662239,1.288542096,1.364071217,1.188811911,0.291459084,0.329405389,0.962379604,0.473040214,3.029193252,,0.0561,14.12,,,0.069260722,8.68,0.1,486,5.758679393,754.774861,11.8817279,30.4,26.03696995,10.514,,,,,,,21.84817839,23.12883016,20.1571798,4.941903009,5.585310503,16.31785359,8.020744542
7,4,8,2016,13.64124315,11.15438143,0.897907159,0.615821443,1.414737768,27.9736238,0.96548585,3.168528353,2.983783589,2.887944257,0.752620306,0.749792533,1.501579714,0.35832474,3.743290257,,0.0001,8.36,,,0.166761493,7.94,,643,5.581207518,954.652152,13.7012545,22.9,22.06152655,5.022,,,,,,,25.54734592,24.05777794,23.28504047,6.068259192,6.045459303,12.10700114,2.889116039
8,18,8,2016,14.68902596,13.67954475,0.816639468,0.605140528,1.342169248,18.25038773,0.948052994,3.763243633,3.182105534,2.36606806,0.975949555,1.049940796,1.143380374,0.487514937,3.859591552,,0.0855,8.14,,,0.231864857,7.62,,628,19.88248275,1067.15499,32.8172448,19.2,35.16738391,0.724,,,,,,,29.01900645,24.53775254,18.24514993,7.525711645,8.096270586,8.816798933,3.759309915
9,18,8,2016,8.593596553,5.632670059,0.986821799,0.698260856,1.491846304,9.461889268,0.90441497,1.294036636,1.305951727,0.705555082,0.286394683,0.392166368,0.518657185,0.435855194,2.679603965,,,9.6,,,0.049205184,7.66,0.3,428,4.279747104,708.764613,14.0081626,22,50.12990439,8.378,,,,,,,26.20240988,26.4436736,14.28649154,5.799086875,7.940813753,10.50207372,8.825450628
