Sample Name,Month,Date,Year,DOC (mg/L),A350,BA,C1,C2,C3,C4,C5,C6,C7,E280,E280_oldmeth,FI,HIX,HIX.OHNO,SR,SUVA254,Chla,Discharge,DO,FieldNotes,NH4,NO3,pH,Salinity,SpCond,SRP,TDN,TDP,Temp,Time,TP,TSS,DIC,,
28,August,24-Aug-15,2015,5.94573485,1.378891387,0.729204458,25.60289322,25.66530311,15.37232751,7.07947415,7.912288571,11.516751,6.850962434,91.84502735,0.764693376,1.50702465,10.26480063,0.911227901,0.879627748,1.023102849,,0.2349,9.19,NA,5.93737587,0.757289377,,0.2,469,,0.892536358,,17.8,15:30,7.080882353,3.295714286,,,
29,August,17-Aug-15,2015,19.87605081,14.61600585,0.586668497,25.25003113,24.02606561,23.87785429,5.28301201,5.461020003,12.60943912,3.492577844,297.9298729,2.480537129,1.358797451,18.28535093,0.948147171,0.889343938,3.367839488,,0.0098,6.73,No flow,22.17895998,0.281523378,8.02,0.3,570,,1.224727737,,22.2,12:30,17.60294118,3.545185185,,,
30,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
31,August,26-Aug-15,2015,16.08050155,10.99741455,0.604368277,25.62104443,26.34468078,21.43153753,4.88542751,6.448766479,10.69372559,4.574817691,269.2047562,2.24137441,1.396148333,16.10684982,0.941543884,0.925342608,3.040903368,,NA,1.21,"Much vegetation, too deep for flow, slow wetland",6.535750022,0.158199418,7.34,0.3,467,,0.67701828,,17.7,09:50,18.66176471,0,,,
32,August,26-Aug-15,2015,8.15010452,2.433011015,0.750510217,23.21407048,22.59432836,16.70856434,6.110957532,7.334056459,16.06065983,7.977363005,121.9015566,1.014941316,1.371433064,8.723695459,0.897158441,0.932174551,1.392830621,,0.3223,9.98,NA,23.0337802,1.402202953,8.35,0.1,582,,1.696238885,,18.6,16:30,24.30882353,6.638571429,,,
33,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,34.4883711,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
34,August,26-Aug-15,2015,8.247436279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.0272,10.1,"Would not stabilize, mud plume",47.56712041,0.396543729,8.15,NA,749,,NA,NA,18.4,16:00,36.75,9.134285714,,,
35,August,26-Aug-15,2015,9.960085904,2.787988656,0.67721647,26.022254,25.97257295,16.73119632,5.561994337,7.630707955,13.48362111,4.597653335,116.7008334,0.971640566,1.347684556,16.12383419,0.941601864,0.922820045,1.339307666,,0.1703,11.61,NA,19.35805327,0.523865723,8.26,0.3,826,,NA,,17.8,15:00,27.75,20.285,,,
36,August,17-Aug-15,2015,16.62322344,10.2139179,0.602836717,24.16353031,27.41992326,23.25538819,4.904904557,6.00977357,10.23720001,4.009280103,253.7686401,2.112854706,1.382548402,17.25765789,0.945228462,0.839777398,2.873115408,,0.0043,3.49,Stream is wide but flow taken at narrow spot,43.03657326,0.139746955,7.62,0.3,790,,0.849899301,,23.4,10:30,10.45588235,1.851851852,,,
37,August,24-Aug-15,2015,5.960918605,1.309680277,0.650306991,26.81470336,25.64221333,15.37256044,6.062383638,8.592483382,10.31845748,7.197198377,84.82528669,0.706247652,1.515735261,11.14164345,0.917638827,0.854428678,0.934092776,,0.4468,10.51,NA,18.50323305,1.040534682,,0.4,450,,1.126439889,,15.7,10:30,6.772058824,2.675714286,,,
38,August,18-Aug-15,2015,19.53305369,15.27171325,0.544579395,25.36386167,23.39015095,27.3308865,5.827683078,4.72329483,9.337436364,4.026686612,304.0447052,2.531448668,1.297272398,17.5763928,0.946168236,0.942113434,3.394469719,,0.0218,2.04,NA,NA,0.386394875,7.47,0.3,475.2,,1.199909386,,16.7,09:30,30.375,0.701428571,,,
39,August,24-Aug-15,2015,12.06556651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.0144,10.72,NA,29.87234193,0.077623663,,NA,648,,0.629789624,,23.9,16:00,21.08823529,6.29,,,
40,August,24-Aug-15,2015,4.08669826,2.061158182,0.685776088,23.68130708,24.32851136,17.97018507,5.716019674,7.226634664,13.10377803,7.973564118,210.9647773,1.756473622,1.485313722,9.125146062,0.901235993,0.913030446,2.382597178,,0.5762,10.54,"Farmer mentioned flows are down (longer term) here but not ""Pine"" river",4.655145546,1.461558375,,NA,495,,1.679815594,,21.8,16:30,7.455882353,1.998571429,,,
41,August,26-Aug-15,2015,8.290067589,2.781235635,0.762716484,19.38835814,18.96593026,16.15059499,5.849793053,7.353027931,22.95697432,9.335321307,139.0503404,1.157720536,1.474180023,5.896854333,0.855006362,0.860587905,1.630714208,,0.0414,10.12,NA,9.271174714,0.401156845,8.14,NA,857,,0.707606367,,18.1,14:10,11.00735294,4.511428571,,,
42,August,26-Aug-15,2015,9.594118491,2.992829026,0.758829973,18.68556466,17.77099683,18.92091155,3.407191826,6.28091464,28.12290149,6.811519009,131.7854307,1.097233556,1.509253286,8.57016437,0.895508587,0.883332243,1.539789988,,NA,9.41,Too deep for flow,53.80730799,0.528478838,7.58,NA,871,,0.910372629,,18.6,14:50,41.02941176,0.818571429,,,
43,August,18-Aug-15,2015,9.242945506,4.51021448,0.613760569,26.49741217,26.33000309,21.94957019,5.167579371,6.055162391,9.114137977,4.886134816,181.7960892,1.513617767,1.383705306,17.11748024,0.944804687,0.863950457,2.004688925,,0.4868,7.83,NA,21.40962179,0.290442068,8.06,NA,420.1,,0.46045308,,21.9,10:15,12.57352941,1.628571429,,,
44,August,27-Aug-15,2015,NA,4.073895463,0.63662346,26.40056008,26.6833845,17.75289648,6.412387477,7.129631762,10.01475975,5.606379949,NA,NA,1.395246281,12.78831211,0.927474807,0.849666344,NA,,0.14,9.31,NA,12.60497356,0.283368624,7.85,NA,445,,0.454883511,,14.7,11:40,10.58823529,4.761428571,,,
45,August,24-Aug-15,2015,7.192165352,3.032120261,0.669260299,25.37946821,26.48753249,17.0433313,7.2517665,7.300824595,10.26597258,6.271104326,167.2407363,1.392431218,1.277901259,11.14798597,0.917681828,0.862432232,1.871307473,,0.5085,8.67,NA,32.00939247,0.348874867,,,513,,0.574868947,,19.2,09:45,6.022058824,5.452857143,,,
46,August,24-Aug-15,2015,9.262995848,3.104253789,0.628456795,23.60869255,25.30354783,21.00499509,3.966441066,5.949172491,12.1585456,8.008605376,139.3250454,1.160007704,1.361502622,10.67773376,0.914366946,0.935318658,1.563241406,,0.1209,7.06,NA,139.0328836,0.674868377,,,398,,0.988871958,,21.6,11:30,29.02941176,4.835714286,,,
47,August,11-Aug-15,2015,10.24838257,3.658404896,0.766645073,22.09948754,22.27075159,18.34306607,5.135777524,6.944177927,17.97002722,7.236712134,148.8995661,1.239724296,1.465280903,9.936991689,0.908567179,0.902628504,1.713283052,,0.3166,9.11,NA,50.72995521,NA,8.17,,663,,2.564462619,,NA,16:00,13.83088235,38.62,,,
48,August,11-Aug-15,2015,8.183586645,2.492295938,0.748117704,24.23563063,25.76409032,16.70994348,4.858271974,7.958689045,12.93342576,7.539948798,119.8849792,0.998151475,1.462567086,10.30109508,0.911513,0.885222989,1.348561398,,NA,9.2,Too deep to measure discharge,39.70277442,NA,8.03,,488.3,,1.751156957,,NA,17:00,9.463235294,15.22333333,,,
49,August,24-Aug-15,2015,7.161603179,1.895213299,0.700269741,24.25501478,26.38232477,16.46863425,6.286139595,7.068241245,12.46499068,7.074654682,107.4429644,0.894560387,1.492963192,10.1135225,0.910019528,0.887076502,1.215308482,,0.3169,9.56,NA,14.31461399,0.814184471,,,637,,0.962154784,,18.8,14:00,15.24264706,1.947142857,,,
50,August,17-Aug-15,2015,7.223506178,2.086624468,0.668394555,20.20834048,22.56331587,25.73306543,2.228394431,3.694171267,16.68680752,8.885904996,136.6772375,1.137962296,1.531642068,10.06930359,0.90966008,1.129132129,1.622530132,,1.3703,8.08,NA,6.706714065,0.050867592,7.97,,245,,0.294375838,,24.3,11:00,17.64705882,0.813333333,,,
51,August,24-Aug-15,2015,8.488040386,3.669348426,0.623480785,23.47514234,25.60343218,22.81050353,3.819865296,5.409050689,12.20659889,6.675407063,171.3361167,1.426528984,1.476081094,12.43435188,0.925563957,0.912552238,1.914671688,,0.0438,8.36,NA,25.08534872,0.129290559,,,429,,0.441263798,,21.3,12:30,54.75,3.844285714,,,
52,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,August,11-Aug-15,2015,10.37374588,4.719515699,0.685448011,26.72498697,24.14024823,17.17105877,6.509609011,9.100990589,12.16216919,4.190937238,165.3426002,1.376627509,1.581944708,17.27921467,0.945293055,0.787826255,1.845988992,,3.9128,7.3,NA,28.93203969,NA,7.86,,529,,4.342776723,,NA,14:00,,94.42571429,,,
54,August,27-Aug-15,2015,NA,7.738183581,0.583145489,28.72204816,23.3299298,20.61256573,6.995252102,7.107372256,9.983704946,3.249127002,NA,NA,1.422777537,22.18110595,0.95686142,0.818352391,NA,,2.2037,8.56,NA,40.64307665,1.502153794,7.83,,592,,1.924794369,,16.3,14:50,,4.025714286,,,
55,August,25-Aug-15,2015,NA,3.258040605,0.649441717,26.70878812,24.12235397,17.62687345,6.982532921,8.477471993,11.23977218,4.842207372,NA,NA,1.372790659,15.8617447,0.940694156,0.77493686,NA,,0.0032,8.19,"Cloudy and sunny, windy",46.45585413,3.290812524,,,870,,3.525451992,,NA,NA,,24.16142857,,,
55.5,August,25-Aug-15,2015,NA,3.73638714,0.769053612,22.9861468,23.57792993,14.08530674,5.508188293,7.641063748,16.86714634,9.334218152,NA,NA,1.441666522,8.271580804,0.892143527,0.924007781,NA,,0.0427,19.47,Sunny and breezy,23.46119031,0.222167955,,,631,,0.789112087,,NA,NA,,8.002666667,,,
56,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
1,May,21-May-15,2015,7.663589492,5.152298217,0.600263829,23.59831934,26.21238136,21.54573752,5.694498229,5.419007714,11.36244662,6.167609218,264.8177952,2.204848969,1.327152016,12.40770793,0.925416036,0.922922079,2.973402997,,NA,14.62,NA,,,8.59,0.2,431.9,,0.524474904,11.64705882,16.5,11:20,18.94285714,3.011666667,,,
2,May,21-May-15,2015,8.783011178,6.131480717,0.610577174,25.06732029,25.01025893,20.46252117,6.713992723,6.153608464,11.03162324,5.560675177,279.1981472,2.324578478,1.366742244,14.03432297,0.933485532,0.917459113,3.136143101,,0.162,12.74,NA,,,8.18,NA,496.4,,0.894036041,9.705882353,17.6,13:30,3.878571429,3.917142857,,,
3,May,20-May-15,2015,12.61625968,10.08841962,0.602352633,25.80923342,26.81846134,21.07606689,5.711533236,6.23476842,9.798390933,4.551545756,307.7538991,2.562331081,1.407074347,16.91440539,0.944179001,0.89678327,3.426485323,,NA,11.02,NA,,,7.27,NA,506,,1.18724157,21.46323529,14.8,15:40,8.7,0.368571429,,,
4,May,20-May-15,2015,9.821530365,8.176820009,0.57075022,27.57741019,26.67673536,20.25597173,7.268567842,6.050787199,7.953565395,4.216962284,320.6136302,2.669400036,1.347603313,17.57350544,0.946159867,0.879217856,3.546173028,,0.0323,10.65,NA,,,7.57,0.1,364,,0.586068427,9.176470588,17.8,16:15,2.314285714,0.852857143,,,
5,May,20-May-15,2015,15.31107788,13.87458983,0.567905784,25.71839136,24.32636052,24.97904925,6.411755398,5.31615459,9.696768949,3.551519937,347.8054972,2.895797057,1.328206581,19.07240999,0.950180372,0.886946359,3.876996159,,NA,6.88,NA,,,7.33,0.2,524,,1.316028027,30.83823529,16.5,15:20,25.22142857,2.045714286,,,
6,May,21-May-15,2015,7.335575061,4.375298578,0.729637893,24.00199427,25.56868351,20.56172215,5.169274151,6.076582786,13.02007525,5.601667895,243.5130594,2.02746767,1.366273474,15.59423082,0.939738093,0.899616899,2.728223486,,0.0187,14.63,NA,,,8.42,NA,621,,2.883354114,11.09558824,19.1,15:00,13.47857143,2.192,,,
7,May,21-May-15,2015,11.8714467,9.818469744,0.592824881,26.605989,24.29681909,23.1346725,6.640917234,5.866517801,10.51492489,2.940159485,321.0451539,2.672992864,1.339473174,25.67121757,0.962506399,0.881383823,3.605881172,,0.0284,10.51,NA,,,8.09,NA,550,,4.332329011,11.13970588,19.6,14:30,1.735714286,2.453333333,,,
8,May,27-May-15,2015,10.47848648,8.297436183,0.589477722,25.89183227,26.24386137,21.8963757,6.538490608,5.961322229,9.599645054,3.868472773,306.3976539,2.551039106,1.402729155,19.16079912,0.950398792,0.871018894,3.421515653,,NA,4.33,NA,,,7.82,NA,552,,3.763734259,24.08823529,20.8,10:00,34.90714286,3.565714286,,,
9,May,21-May-15,2015,9.414931558,5.688116713,0.627947202,24.04023369,25.8570761,20.74902075,6.056296288,5.792594581,12.024341,5.480437582,244.8296075,2.03842913,1.347830864,16.94256841,0.944266619,0.895860936,2.747116935,,NA,12.36,NA,,,8.26,0.3,548,,1.573346422,20.31617647,17.1,12:30,10.99285714,2.701333333,,,
10,May,21-May-15,2015,11.61993033,7.078734319,0.608808547,23.34212156,25.8442794,22.54985004,5.312494678,5.430261162,12.59393732,4.927055844,259.9086519,2.163975887,1.394699489,17.89458852,0.947074793,0.897546471,2.962058358,,0.0442,12.17,NA,,,8.26,0.2,500,,1.28828549,18,19.7,15:30,6.128571429,11.15571429,,,
11,May,21-May-15,2015,5.434018613,2.586776003,0.657677054,22.30263958,23.95920121,21.15505298,5.766601082,5.368516976,14.52477464,6.92321354,213.5364307,1.777884975,1.198533771,17.07108691,0.944662985,1.040899984,2.469894637,,NA,10.29,NA,,,8.25,0.3,282,,0.992534773,11.36029412,18.7,16:00,2.785714286,3.573333333,,,
12,May,22-May-15,2015,2.019654973,1.477866017,0.619351161,NA,NA,NA,NA,NA,NA,NA,282.6836322,2.353598309,1.337133782,10.56161786,0.913506915,0.836953865,3.137862771,,0.2503,11.13,NA,,,8.25,NA,466.4,,1.256470654,10.98529412,9.8,11:45,3.578571429,0.701428571,,,
13,May,22-May-15,2015,4.768717259,3.876194719,0.620923439,NA,NA,NA,NA,NA,NA,NA,312.4600815,2.601514329,1.358250004,19.11100422,0.950275979,0.892772523,3.461016379,,0.1203,10.71,NA,,,8.41,0.2,434.6,,NA,12.04411765,15,12:15,,1.677143,,,
14,May,27-May-15,2015,7.082204197,3.253762832,0.750900243,20.5531928,21.72099271,20.13221725,4.341640334,5.839176867,18.90801251,8.504767534,208.6948599,1.737574495,1.461994866,8.607568231,0.895915389,1.008011979,2.435237833,,NA,11.59,NA,,,8.35,0.3,799,,0.930432213,21.52941176,22.3,14:00,51.32142857,11.12142857,,,
15,May,27-May-15,2015,16.07489947,11.21268035,0.655005554,22.81696629,23.18042832,24.29774471,5.477161379,5.790961163,14.72534959,3.711388544,287.4189787,2.393024376,1.424512241,19.04787578,0.950119404,0.889911203,3.304237333,,0.0106,10.62,NA,,,8.34,NA,1165,,1.192840982,24.19852941,24.3,01:00,6.707142857,3.287142857,,,
16,May,27-May-15,2015,7.06644096,4.437832814,0.684802895,23.97290039,24.18184962,19.99810996,7.048780864,6.495975872,13.00058574,5.301797557,251.7025381,2.095652528,1.402486733,16.87284707,0.944049205,0.9135483,2.855878377,,0.2893,6.88,NA,,,8.15,0.4,597,,1.134301683,21.48529412,23.4,12:30,20.01428571,4.588571429,,,
17,May,27-May-15,2015,24.2249953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0.47,NA,,,7.61,0.4,622,,NA,,20.1,12:00,39.94285714,19.43428571,,,
18,May,27-May-15,2015,5.314171644,2.98074864,0.673252179,22.91847816,23.23822898,18.6789399,6.186682644,6.469296497,13.99023236,8.518141451,233.9258582,1.947645501,1.386575825,9.005165308,0.900051626,0.931382547,2.643993806,,0.7324,9.16,NA,,,8.3,0.3,590,,1.529823726,18.48529412,21.8,11:15,3,2.231428571,,,
19,May,21-May-15,2015,9.445530784,4.459646123,0.668512861,21.7809357,23.02615544,22.36247436,4.796173962,5.037527774,14.1059137,8.890819058,211.6407192,1.762101453,1.235880114,8.529717438,0.895065094,1.014203257,2.435511309,,NA,10.3,NA,,,8.19,0.2,436.8,,0.689403015,20.31617647,17.9,12:00,21.3,6.406153846,,,
20,May,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
21,May,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,
22,May,20-May-15,2015,6.345504649,5.053804044,0.567969996,25.71314009,28.04579823,20.34451272,5.848476779,5.220877479,6.168776381,8.658418313,287.8523937,2.39663295,1.332308341,8.600197861,0.89583548,0.909990859,3.219971213,,NA,9.98,NA,,,7.57,0.3,119.4,,0.287008967,10.98529412,17.7,14:15,4.585714286,0.677142857,,,
23,May,20-May-15,2015,5.748587929,3.727148049,0.580700711,26.39219502,26.63548433,19.62726789,6.647750668,6.34799012,9.316345795,5.03296618,267.927916,2.230743553,1.350053256,20.61475596,0.953735309,0.8794534,3.025469439,,0.1153,9.1,NA,,,7.64,4.9,424.8,,0.085430166,10.41176471,13.8,13:30,3.235714286,0.047142857,,,
24,May,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,0.6,NA,,NA,7.632352941,NA,NA,,NA,,,
25,May,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
26,May,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,May,25-May-15,2015,2.541696315,1.628863504,0.676071086,24.35216027,26.14284055,15.16131804,8.313670404,7.831778226,7.002510644,11.19572186,253.5726377,2.111222807,1.363245551,5.623743591,0.849027972,0.908008622,2.853312749,,0.818,10.67,NA,,,8.45,0.2,539,,0.863493798,,15,15:30,1.478571429,1.298571429,,,
28,May,25-May-15,2015,1.885203829,1.203370351,0.698552801,26.39177556,25.37763787,15.51448914,7.645888048,7.814881636,12.8441334,4.41119435,254.3598536,2.117777096,1.347956561,51.41844651,0.980922746,0.91119236,2.84150492,,0.4128,9.72,NA,,,8.45,0.2,472.7,,0.78153878,18.57352941,15.6,16:15,0.664285714,5.295714286,,,
29,May,20-May-15,2015,15.48285081,12.84274895,0.589647324,24.49309427,23.81688944,25.50304621,5.903243601,5.04993154,11.84977485,3.384020088,327.9127014,2.730171442,1.270533926,23.31127979,0.95886683,0.891550172,3.703358777,,0.0293,9.94,NA,,,8,0.3,529,,0.753032687,17.18382353,15.1,13:00,7.8,1.664285714,,,
30,May,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,
31,May,27-May-15,2015,10.57399315,7.179101614,0.639695634,24.3118638,25.18649025,20.66074025,5.687886158,5.924045652,12.73061792,5.498355979,269.3933277,2.242944439,1.401254889,12.8921285,0.92801679,0.95416778,3.041760363,,NA,8.72,NA,,,8.1,0.3,481,,0.310679205,14.44852941,22.2,10:30,3.9,0.045714286,,,
32,May,27-May-15,2015,6.635270047,3.496428448,0.691172303,23.52346164,23.202621,19.48947213,5.483991545,7.029640704,14.48420017,6.786612808,218.79152,1.821638373,1.492869938,11.67861822,0.921127052,0.917474941,2.522040853,,0.527,8.39,NA,,,8.24,0.1,637,,1.488591698,17.88970588,24.4,16:10,18.77142857,10.79571429,,,
33,May,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
34,May,27-May-15,2015,4.904559277,2.442910149,0.724166314,21.99121912,25.58065623,18.74628295,4.274697317,7.356033135,15.14493306,6.906178193,203.4593902,1.693984449,1.394684455,10.90715376,0.916016874,0.915542527,2.322494138,,0.0776,8.24,NA,,,8.17,NA,745,,1.358278129,9.573529412,23.9,15:45,13.09285714,12.65,,,
35,May,27-May-15,2015,8.329122659,5.488435853,0.642853762,23.89632516,23.60561334,21.39996669,5.649739851,6.602418584,13.13769542,5.70824095,266.9157263,2.222316154,1.340516213,12.66195797,0.926804049,0.888666553,3.043464243,,0.2013,8.43,NA,,,8.12,0.2,845,,1.069908455,19.98529412,22,15:30,36.23571429,26.65857143,,,
36,May,20-May-15,2015,7.600304729,4.190724033,0.696722371,25.18068901,26.02568806,17.29890777,6.030512442,8.283063921,12.84716177,4.333977042,237.6718594,1.978834368,1.370334563,15.45463852,0.939226863,0.841559845,2.741134581,,0.0001,3.96,NA,,,7.44,0.3,481,,0.468226274,15.57352941,10.4,10:15,8.742857143,2.304285714,,,
37,May,25-May-15,2015,1.858777224,1.05253515,0.680870933,25.15355199,24.6385159,16.99406452,4.840709403,7.916252242,12.41543274,8.041473214,221.6136408,1.845135095,1.419559306,10.77254181,0.915056577,0.833570403,2.477426302,,0.4586,11.14,NA,,,8.3,0.4,440.5,,1.129974865,8.382352941,14.5,11:30,4.907142857,2.577142857,,,
38,May,21-May-15,2015,16.46272148,15.52315638,0.571323229,26.45859476,24.43118007,25.36137545,6.250959873,5.421877896,9.297131242,2.778880712,362.0233149,3.01417332,1.360085357,25.31461145,0.961998299,0.904568968,4.044465298,,0.0388,3.88,NA,,,7.73,0.4,446.8,,0.99507996,70.08088235,12.6,10:00,63.12857143,3.647692308,,,
39,May,25-May-15,2015,7.118598731,3.74009883,0.677592197,23.22829144,25.39612585,20.71108224,5.412496425,6.862035601,12.51882433,5.871144118,217.3781377,1.80987068,1.365132593,13.53539584,0.931202424,0.906734651,2.490431116,,0.0097,9.14,NA,,,8.15,NA,653,,0.43208462,9.463235294,21.7,16:45,26.74285714,16.58428571,,,
40,May,25-May-15,2015,3.677113051,1.918170406,0.688340782,23.95692987,23.5231414,19.0022112,5.75317217,6.796933894,13.39907874,7.568532731,218.0771705,1.815690763,1.41803485,9.160603835,0.901580652,0.872887297,2.477984758,,0.6955,9.93,NA,,,8.44,NA,520,,1.809794284,4.367647059,18.8,17:15,12.47142857,2.884285714,,,
41,May,27-May-15,2015,6.372163066,2.828525234,0.764334996,18.12186861,18.73538015,18.83107287,3.921788365,5.752540893,27.15899757,7.478351542,197.2561794,1.642337078,1.407425355,7.68428937,0.88484953,0.87566564,2.354073834,,0.012,8.95,NA,,,8.16,NA,8690,,2.011882123,13.47794118,24.1,14:30,2.7,13.427,,,
42,May,27-May-15,2015,6.300764872,2.722773667,0.793999278,20.64257324,24.53418676,15.48509706,4.125106494,7.628689174,13.17553654,14.40881072,176.9897376,1.47360052,1.418988317,5.700767907,0.850763373,0.945043514,2.010951135,,NA,17.56,NA,,,8.06,NA,1118,,0.918469835,15.15441176,24.4,15:00,17.50714286,33.032,,,
43,May,21-May-15,2015,3.693108101,2.411084183,0.642774555,25.63766959,25.45895289,16.48946171,7.884365515,7.368965272,9.408057222,7.752527793,249.9239237,2.080843945,1.431053884,9.269164016,0.90262109,0.87354312,2.764245937,,0.5291,10.59,NA,,,8.21,NA,407.3,,0.308897575,9.948529412,13.5,10:30,8.057142857,4.241333333,,,
44,May,22-May-15,2015,3.516930739,2.467129547,0.598603641,25.11475244,25.94232386,21.06237318,5.367731886,5.790177001,11.08467793,5.637963703,277.6493638,2.311683447,1.39639954,13.47893779,0.93093416,0.883086264,3.139186917,,0.2184,10.27,NA,,,8.09,NA,411.8,,0.242977234,5.404411765,12.3,13:15,8.507142857,3.667142857,,,
45,May,25-May-15,2015,3.638632206,2.261799322,0.666693949,24.69276226,25.55938001,19.44194409,6.463659358,6.791297974,10.29422246,6.756733849,255.2497385,2.125186197,1.389287145,11.20558149,0.91807027,0.866571789,2.863287992,,0.4707,8.53,NA,,,8.12,,515,,0.463644938,14.42647059,16.6,10:30,8.121428571,5.54,,,
